slug,language,title,grade_level,version,filename
bullying-popular,en,Popularity is no shield against school bullies,7.0,2,bullying-popular.en.2.txt
bullying-popular,en,"The least popular aren't the only targets in school bullying, study says",6.0,3,bullying-popular.en.3.txt
bullying-popular,en,"If you're popular, you are not safe from bullying, study says",4.0,4,bullying-popular.en.4.txt
bullying-popular-spanish,es,Los investigadores aseguran que incluso los jóvenes populares son víctima de abuso,12.0,0,bullying-popular-spanish.es.0.txt
bullying-popular-spanish,es,"Los niños populares son intimidados de igual forma que los más marginados, según estudio",8.0,1,bullying-popular-spanish.es.1.txt
bullying-popular-spanish,es,La popularidad no es un escudo contra los agresores escolares,7.0,2,bullying-popular-spanish.es.2.txt
bullying-popular-spanish,es,"Los niños menos populares no son los únicos blancos de intimidación escolar, según estudio",6.0,3,bullying-popular-spanish.es.3.txt
bullying-popular-spanish,es,Estudio dice que ser popular no salva de la intimidación,4.0,4,bullying-popular-spanish.es.4.txt
busdriver-religion,en,Minnesota bus driver prayed with students and lost his job,12.0,0,busdriver-religion.en.0.txt
busdriver-religion,en,Driver fired for leading kids in prayer on the school bus,8.0,1,busdriver-religion.en.1.txt
busdriver-religion,en,Leading kids on school bus in prayer gets driver fired in Minnesota,7.0,2,busdriver-religion.en.2.txt
busdriver-religion,en,Minnesota school bus driver fired for leading students in prayer,5.0,3,busdriver-religion.en.3.txt
busdriver-religion,en,School bus driver fired for leading students in prayer,4.0,4,busdriver-religion.en.4.txt
business-apprenticeships,en,Student apprenticeships may reflect education's future,12.0,0,business-apprenticeships.en.0.txt
business-apprenticeships,en,High schoolers serve apprenticeships to learn skilled jobs   ,8.0,1,business-apprenticeships.en.1.txt
business-apprenticeships,en,Apprenticeships: A route for high schoolers to high-tech jobs ,6.0,2,business-apprenticeships.en.2.txt
business-apprenticeships,en,These students get paid to attend high school ,5.0,3,business-apprenticeships.en.3.txt
business-apprenticeships,en,"Getting paid to attend high school? Get out. And they do, to companies",4.0,4,business-apprenticeships.en.4.txt
business-cards,en,"Hits, but mostly misses, are in the cards",12.0,0,business-cards.en.0.txt
business-cards,en,"Looking for a hit, but striking out a lot, on card trading night",7.0,1,business-cards.en.1.txt
business-cards,en,The thrill of a hit helps keep this sports card store afloat,6.0,2,business-cards.en.2.txt
business-cards,en,It's hit or miss for these card collectors on trading night,5.0,3,business-cards.en.3.txt
business-cards,en,Collectors buy boxes of sports cards hoping to find treasure buried inside,3.0,4,business-cards.en.4.txt
business-veterans,en,Businesses step up efforts to hire veterans,12.0,0,business-veterans.en.0.txt
business-veterans,en,Companies step up recruitment of U.S. vets,8.0,1,business-veterans.en.1.txt
business-veterans,en,"""We want you,"" employers say to U.S. vets",7.0,2,business-veterans.en.2.txt
business-veterans,en,Businesses looking to hire U.S. veterans,5.0,3,business-veterans.en.3.txt
business-veterans,en,Companies trying to hire more U.S. veterans,4.0,4,business-veterans.en.4.txt
butterfly-genes,en,"Gene plays role in butterfly's mimicry, mate choice",12.0,0,butterfly-genes.en.0.txt
butterfly-genes,en,Scientists try to unravel the mystery of a butterfly's mimicry,8.0,1,butterfly-genes.en.1.txt
butterfly-genes,en,Many female Mormon butterflies masquerade as another species,7.0,2,butterfly-genes.en.2.txt
butterfly-genes,en,Scientists seek answers to questions about Mormon butterflies,6.0,3,butterfly-genes.en.3.txt
butterfly-genes,en,"Some butterflies play a game of ""let's pretend""",4.0,4,butterfly-genes.en.4.txt
butterfly-gmos,en,"Environmental, food groups want protection for monarch butterfly",12.0,0,butterfly-gmos.en.0.txt
butterfly-gmos,en,Groups say monarch butterfly needs protecting,9.0,1,butterfly-gmos.en.1.txt
butterfly-gmos,en,Monarch butterflies disappearing from Midwest gardens,7.0,2,butterfly-gmos.en.2.txt
butterfly-gmos,en,Looking out for the monarchs,5.0,3,butterfly-gmos.en.3.txt
butterfly-gmos,en,Helping to save the butterflies,4.0,4,butterfly-gmos.en.4.txt
ca-goldprospectors,en,Drought brings out the gold prospectors in California,12.0,0,ca-goldprospectors.en.0.txt
ca-goldprospectors,en,"In flecks of gold, finding a silver lining to California's drought",8.0,1,ca-goldprospectors.en.1.txt
ca-goldprospectors,en,Panning for gold in California's low-flowing rivers,6.0,2,ca-goldprospectors.en.2.txt
ca-goldprospectors,en,Prospecting for gold in California's now shallow rivers,4.0,3,ca-goldprospectors.en.3.txt
ca-goldprospectors,en,Bitten by the gold bug in the river,3.0,4,ca-goldprospectors.en.4.txt
ca-goldprospectors,en,Looking for gold in a river,2.0,5,ca-goldprospectors.en.5.txt
cali-water,en,Governor orders mandatory water restrictions in California,12.0,0,cali-water.en.0.txt
cali-water,en,Mandatory water restrictions ordered as parched California battles drought,9.0,1,cali-water.en.1.txt
cali-water,en,"For first time ever, mandatory water restrictions ordered in California",7.0,2,cali-water.en.2.txt
cali-water,en,California's governor orders mandatory water restrictions,6.0,3,cali-water.en.3.txt
cali-water,en,California's governor orders people and towns to use a lot less water,4.0,4,cali-water.en.4.txt
california-chrome,en,Triple Crown history a challenge for California Chrome at Belmont,12.0,0,california-chrome.en.0.txt
california-chrome,en,California Chrome prepares to break Triple Crown drought at Belmont,8.0,1,california-chrome.en.1.txt
california-chrome,en,A Triple Crown challenge California Chrome is ready to take on,6.0,2,california-chrome.en.2.txt
california-chrome,en,Horse racing's Triple Crown could be won at Belmont Stakes,5.0,3,california-chrome.en.3.txt
california-chrome,en,California Chrome fans say bring on the big race at Belmont,4.0,4,california-chrome.en.4.txt
california-drought,en,California areas brace for water rationing as reservoir levels fall,12.0,0,california-drought.en.0.txt
california-drought,en,"As California reservoirs dry up, conserving water becomes critical",8.0,1,california-drought.en.1.txt
california-drought,en,Drought forces some Californians to ration water usage,7.0,2,california-drought.en.2.txt
california-drought,en,Water rationing begins as drought hits California,5.0,3,california-drought.en.3.txt
california-drought,en,California conserving water as drought dries up some reservoirs,4.0,4,california-drought.en.4.txt
california-grizzlies,en,"Grizzlies and people don't mix, but some want the bears in California",12.0,0,california-grizzlies.en.0.txt
california-grizzlies,en,A grizzly comeback in California?,7.0,1,california-grizzlies.en.1.txt
california-grizzlies,en,Californians may find this grizzly proposal unbearable,6.0,2,california-grizzlies.en.2.txt
california-grizzlies,en,"Group wants to bring back the grizzly to California, some shocked by idea",4.0,3,california-grizzlies.en.3.txt
california-grizzlies,en,"Bring back the grizzly to California? That's too scary, some say",3.0,4,california-grizzlies.en.4.txt
calitrain-cheaptix,en,California's bullet train might rank among cheapest in the world,12.0,0,calitrain-cheaptix.en.0.txt
calitrain-cheaptix,en,Bullet train from L.A. to San Fran may be one of world's cheapest rides,9.0,1,calitrain-cheaptix.en.1.txt
calitrain-cheaptix,en,California bullet train may be among the world's cheapest per mile in 2028,7.0,2,calitrain-cheaptix.en.2.txt
calitrain-cheaptix,en,California bullet train might be one of the world's cheapest rides in 2028,5.0,3,calitrain-cheaptix.en.3.txt
calitrain-cheaptix,en,California's bullet train might be among the world's cheapest in 2028,4.0,4,calitrain-cheaptix.en.4.txt
calorie-labels,en,Calorie posting pushes restaurants to offer less fattening fare,12.0,0,calorie-labels.en.0.txt
calorie-labels,en,"Restaurants are posting calories on menus, but are people reading them?",9.0,1,calorie-labels.en.1.txt
calorie-labels,en,"Read all about it: Calorie counts are everywhere, but do we care?",7.0,2,calorie-labels.en.2.txt
calorie-labels,en,Calorie lists are turning up on menus all over to keep us from getting fat,5.0,3,calorie-labels.en.3.txt
calorie-labels,en,Americans are not always careful choosing healthy foods,3.0,4,calorie-labels.en.4.txt
cambodian-deportees,en,Cambodian refugees deported for crimes in U.S. want to come back home ,12.0,0,cambodian-deportees.en.0.txt
cambodian-deportees,en,Cambodian refugees deported for crimes in U.S. long for only home they know,8.0,1,cambodian-deportees.en.1.txt
cambodian-deportees,en,Cambodian deportees who grew up in U.S. may never see home again,7.0,2,cambodian-deportees.en.2.txt
cambodian-deportees,en,"Deported Cambodians, who grew up in U.S., want to return home",5.0,3,cambodian-deportees.en.3.txt
cambodian-deportees,en,Deported Cambodians can't return to the country they grew up in,4.0,4,cambodian-deportees.en.4.txt
camden-hackathon,en,"Can youths in ""hackathon"" help struggling city help itself?",12.0,0,camden-hackathon.en.0.txt
camden-hackathon,en,"N.J. program bets on hackathon to aid students, turn struggling city around",8.0,1,camden-hackathon.en.1.txt
camden-hackathon,en,"N.J. nonprofit hosts hackathon to help youth, turn struggling city around",6.0,2,camden-hackathon.en.2.txt
camden-hackathon,en,"Tech program throws a hackathon to help students learn, help N.J. city",4.0,3,camden-hackathon.en.3.txt
camden-hackathon,en,Program hosts computer hackathon to help students help their city,2.0,4,camden-hackathon.en.4.txt
campfire-stories,en,Study: Campfire stories may have sparked early societal learning,12.0,0,campfire-stories.en.0.txt
campfire-stories,en,Campfires called crucial in making mankind a social creature,9.0,1,campfire-stories.en.1.txt
campfire-stories,en,"Imagination, and learning, around prehistoric campfires",7.0,2,campfire-stories.en.2.txt
campfire-stories,en,"Telling stories, and teaching others, around ancient campfires",5.0,3,campfire-stories.en.3.txt
campfire-stories,en,"Not just for making s-mores, campfires tell us about ourselves",4.0,4,campfire-stories.en.4.txt
camping-fires,en,"San Jose, Berkeley ready for campers a year after fire burns Yosemite camps",12.0,0,camping-fires.en.0.txt
camping-fires,en,"A year after the big fire at Yosemite, California summer camps on the mend",8.0,1,camping-fires.en.1.txt
camping-fires,en,Winter was no picnic at summer camps working to fix California fire damage,6.0,2,camping-fires.en.2.txt
camping-fires,en,California summer camps fix damage from last year's Yosemite wildfire,4.0,3,camping-fires.en.3.txt
camping-fires,en,Summer camps in California work hard to recover from last year's big fire,3.0,4,camping-fires.en.4.txt
canada-aboriginals,en,"Canada's policy of forced assimilation ""a cultural genocide,"" report says",12.0,0,canada-aboriginals.en.0.txt
canada-aboriginals,en,"Report: Canada's forced schooling for aborigines ""cultural genocide"" ",9.0,1,canada-aboriginals.en.1.txt
canada-aboriginals,en,"Canada's forced schooling for aborigines called ""cultural genocide""",7.0,2,canada-aboriginals.en.2.txt
canada-aboriginals,en,"Many aboriginal kids died at Canada's live-in schools, report says",5.0,3,canada-aboriginals.en.3.txt
canada-aboriginals,en,Report says many aboriginal kids died at Canadian schools,3.0,4,canada-aboriginals.en.4.txt
canada-securitylaws,en,Canada rethinks security laws after attacks,12.0,0,canada-securitylaws.en.0.txt
canada-securitylaws,en,"After attacks, Canada looks to beef up its security laws",8.0,1,canada-securitylaws.en.1.txt
canada-securitylaws,en,Will Canada strengthen its security laws after last week's attacks?,7.0,2,canada-securitylaws.en.2.txt
canada-securitylaws,en,Canada looks to make its security tougher after attacks on soldiers,6.0,3,canada-securitylaws.en.3.txt
canada-securitylaws,en,Canadians fear the violence of war has come home ,4.0,4,canada-securitylaws.en.4.txt
cancer-veteran,en,"At 12, a cancer veteran serves others, becomes an author",12.0,0,cancer-veteran.en.0.txt
cancer-veteran,en,"""Peter Powerhouse"" is changing the world for children with cancer",6.0,1,cancer-veteran.en.1.txt
cancer-veteran,en,"Cancer survivor taps his ""superpowers"" to help others",5.0,2,cancer-veteran.en.2.txt
cancer-veteran,en,Young cancer survivor focuses on helping others,4.0,3,cancer-veteran.en.3.txt
cancer-veteran,en,"""Peter Powerhouse"" is a hero for children with cancer",2.0,4,cancer-veteran.en.4.txt
capitol-dome,en,Scaffolding wrapping Capitol dome during repairs has a beauty all its own,12.0,0,capitol-dome.en.0.txt
capitol-dome,en,Trussed for success: Scaffolding built for Capitol repairs is lovely sight,8.0,1,capitol-dome.en.1.txt
capitol-dome,en,From rust to trussed: Capitol scaffold built for repairs is lovely sight,6.0,2,capitol-dome.en.2.txt
capitol-dome,en,Frame built for repairs to U.S. Capitol dome has a beauty of its own,4.0,3,capitol-dome.en.3.txt
capitol-dome,en,Frame built to make repairs around U.S. Capitol is a beautiful sight too,2.0,4,capitol-dome.en.4.txt
capitol-music,en,A revitalized Capitol Records forges a new path forward,12.0,0,capitol-music.en.0.txt
capitol-music,en,Capitol Records gets its groove back,8.0,1,capitol-music.en.1.txt
capitol-music,en,Turning out hits again at Capitol Records,7.0,2,capitol-music.en.2.txt
capitol-music,en,Turn it up! Capitol Records is playing hits again,6.0,3,capitol-music.en.3.txt
capitol-music,en,Record company hits it big with 5 Seconds of Summer,4.0,4,capitol-music.en.4.txt
captive-whales,en,"Amid battle over keeping whales in captivity, some aquariums scale back",12.0,0,captive-whales.en.0.txt
captive-whales,en,Marine parks wrestling with change,8.0,1,captive-whales.en.1.txt
captive-whales,en,Growing debate over whales and dolphins in captivity,7.0,2,captive-whales.en.2.txt
captive-whales,en,Even a big aquarium is too small for a whale,5.0,3,captive-whales.en.3.txt
captive-whales,en,Whales and dolphins get bigger aquarium tanks,4.0,4,captive-whales.en.4.txt
captive-whales-spanish,es,"En plena batalla sobre el cautiverio de ballenas, los acuarios reducen la cantidad",12.0,0,captive-whales-spanish.es.0.txt
captive-whales-spanish,es,Parques acuáticos luchando contra el cambio,8.0,1,captive-whales-spanish.es.1.txt
captive-whales-spanish,es,Se intensifica debate sobre ballenas y delfines en cautiverio,7.0,2,captive-whales-spanish.es.2.txt
captive-whales-spanish,es,Los acuarios grandes siguen siendo demasiado pequeños para una ballena,5.0,3,captive-whales-spanish.es.3.txt
captive-whales-spanish,es,Fabrican acuarios más grandes para ballenas y delfines,4.0,4,captive-whales-spanish.es.4.txt
caribbean-seaweed,en,Stinking mats of seaweed piling up on Caribbean beaches,12.0,0,caribbean-seaweed.en.0.txt
caribbean-seaweed,en,Stench from piles of seaweed puts a wrench in Caribbean tourist season,9.0,1,caribbean-seaweed.en.1.txt
caribbean-seaweed,en,Seaweed stinks up Caribbean beaches; officials try to think up solutions,7.0,2,caribbean-seaweed.en.2.txt
caribbean-seaweed,en,Seaweed smells better where it's wetter: Under the sea,5.0,3,caribbean-seaweed.en.3.txt
caribbean-seaweed,en,Scientists wonder why piles of seaweed are stinking up famous beaches,3.0,4,caribbean-seaweed.en.4.txt
caribbean-seaweed-spanish,es,Invasión de algas afecta las playas del Caribe y al turismo,12.0,0,caribbean-seaweed-spanish.es.0.txt
caribbean-seaweed-spanish,es,Invasión de algas malolientes afecta las playas del Caribe y su turismo,9.0,1,caribbean-seaweed-spanish.es.1.txt
caribbean-seaweed-spanish,es,Invasión de algas apesta las playas del Caribe y afecta el turismo,7.0,2,caribbean-seaweed-spanish.es.2.txt
caribbean-seaweed-spanish,es,Algas apestosas afean las playas del Caribe y alejan a los turistas,5.0,3,caribbean-seaweed-spanish.es.3.txt
caribbean-seaweed-spanish,es,Investigan por qué las algas afean y apestan las playas del Caribe,3.0,4,caribbean-seaweed-spanish.es.4.txt
carnegie-girlscience,en,Carnegie Science Center defends offerings to girls after criticism,12.0,0,carnegie-girlscience.en.0.txt
carnegie-girlscience,en,"Carnegie Science Center's ""Sparkle"" program for girls angers critics",9.0,1,carnegie-girlscience.en.1.txt
carnegie-girlscience,en,Science program for girls sparks controversy,7.0,2,carnegie-girlscience.en.2.txt
carnegie-girlscience,en,Science program for girls to mix makeup is bashed online,5.0,3,carnegie-girlscience.en.3.txt
carnegie-girlscience,en,Making science more interesting for girls,3.0,4,carnegie-girlscience.en.4.txt
carter-cancer,en,Doctors: Various factors figure into Carter cancer treatment,12.0,0,carter-cancer.en.0.txt
carter-cancer,en,Doctors determining treatment for former President Carter's cancer,9.0,1,carter-cancer.en.1.txt
carter-cancer,en,"Former President Carter's cancer has spread, doctors figuring out treatment",7.0,2,carter-cancer.en.2.txt
carter-cancer,en,Doctors try to decide best treatment for former President Carter's cancer,5.0,3,carter-cancer.en.3.txt
carter-cancer,en,"Former President Carter has cancer, doctors look for best way to treat it",3.0,4,carter-cancer.en.4.txt
cartoon-dangers,en,"Editorial cartoons a ""very dangerous job"" in most of world",12.0,0,cartoon-dangers.en.0.txt
cartoon-dangers,en,"For U.S. cartoonists, sorrow and anger over the massacre at Charlie Hebdo",8.0,1,cartoon-dangers.en.1.txt
cartoon-dangers,en,Cartoonists use the pen in memory of slain journalists at Paris paper,7.0,2,cartoon-dangers.en.2.txt
cartoon-dangers,en,"For many cartoonists in the world, their work puts them in danger",6.0,3,cartoon-dangers.en.3.txt
cartoon-dangers,en,"Cartoonists are sad, and mad, about the attack on a French paper",4.0,4,cartoon-dangers.en.4.txt
cash-hoarding,en,Families hoard cash 5 years after crisis,12.0,0,cash-hoarding.en.0.txt
cash-hoarding,en,"Scared and scarred by the global crisis, families hoard their money",8.0,1,cash-hoarding.en.1.txt
cash-hoarding,en,"Too spooked to spend after global crisis, families hoarding their cash",7.0,2,cash-hoarding.en.2.txt
cash-hoarding,en,Once burned twice shy: Families hoard cash after economic drop,5.0,3,cash-hoarding.en.3.txt
cash-hoarding,en,Fear and hoarding in the markets five years after financial crisis hit,4.0,4,cash-hoarding.en.4.txt
cat-apathy,en,"People's love for cats is unrequited, study indicates",12.0,0,cat-apathy.en.0.txt
cat-apathy,en,"Cat's rule: Don't call me, I'll call you",8.0,1,cat-apathy.en.1.txt
cat-apathy,en,"Cats hear you, they just don't listen",7.0,2,cat-apathy.en.2.txt
cat-apathy,en,"Study shows the truth about cats, which pretty much we all knew",5.0,3,cat-apathy.en.3.txt
cat-apathy,en,Cats know us better than we think,4.0,4,cat-apathy.en.4.txt
cat-fossils,en,Oldest big cat fossils suggest species first roared in Asia,12.0,0,cat-fossils.en.0.txt
cat-fossils,en,New leopard fossil find shows big cats first roamed in Asia,8.0,1,cat-fossils.en.1.txt
cat-fossils,en,"Big cats first roared in Asia, new find of oldest fossils suggests",6.0,2,cat-fossils.en.2.txt
cat-fossils,en,"New fossil find suggests big cats arose in Asia, not Africa",5.0,3,cat-fossils.en.3.txt
cat-fossils,en,Bones from millions of years ago show big cats first roared in Asia,4.0,4,cat-fossils.en.4.txt
catalina-sinking,en,Researcher says a sinking Santa Catalina could pose tsunami threat,12.0,0,catalina-sinking.en.0.txt
catalina-sinking,en,Is Santa Catalina Island sinking or rising? Scientists disagree,8.0,1,catalina-sinking.en.1.txt
catalina-sinking,en,A sinking Catalina Island could send a tsunami to LA - in 3 million years,6.0,2,catalina-sinking.en.2.txt
catalina-sinking,en,"If Catalina Island sinks, look out Los Angeles! But not for 3 million years",5.0,3,catalina-sinking.en.3.txt
catalina-sinking,en,Scientists say California's Catalina Island is slowly sinking,3.0,4,catalina-sinking.en.4.txt
cats-domesticated,en,Cat fossils found in China reveal early days of feline domestication,12.0,0,cats-domesticated.en.0.txt
cats-domesticated,en,"It takes a village to domesticate a cat, a dig in China shows",9.0,1,cats-domesticated.en.1.txt
cats-domesticated,en,A Chinese dig unearths clues on when cats became domesticated,7.0,2,cats-domesticated.en.2.txt
cats-domesticated,en,Ancient Chinese village shows signs of cats living among humans,5.0,3,cats-domesticated.en.3.txt
cats-domesticated,en,Cat fossils tell a tale of living with humans,4.0,4,cats-domesticated.en.4.txt
cave-cleaning,en,Deep cleaning: Cave lovers help remove grime left by park tourists,12.0,0,cave-cleaning.en.0.txt
cave-cleaning,en,Cavers volunteer for underground housekeeping duties,8.0,1,cave-cleaning.en.1.txt
cave-cleaning,en,"Cave cleaners pick lint, hair from delicate rock formations",6.0,2,cave-cleaning.en.2.txt
cave-cleaning,en,Even caves need a good cleaning,4.0,3,cave-cleaning.en.3.txt
cave-cleaning,en,A camp where they clean caves,3.0,4,cave-cleaning.en.4.txt
cave-recreation,en,France recreates prehistoric paintings from disputed cave,12.0,0,cave-recreation.en.0.txt
cave-recreation,en,Stone Age art gallery discovered in concealed French cave,8.0,1,cave-recreation.en.1.txt
cave-recreation,en,Forgotten cave in France was hiding Stone Age art,6.0,2,cave-recreation.en.2.txt
cave-recreation,en,Prehistoric cave art is copied for everyone to see,5.0,3,cave-recreation.en.3.txt
cave-recreation,en,"Prehistoric cave art is fond of horses, bears and lots more",4.0,4,cave-recreation.en.4.txt
cavemen-recycling,en,Cavemen discovered recycling,12.0,0,cavemen-recycling.en.0.txt
cavemen-recycling,en,Paper or plastic? A caveman would answer bones or flint for recycling,7.0,1,cavemen-recycling.en.1.txt
cavemen-recycling,en,Stone Age recycling: Reshaping and reusing old or broken tools,6.0,2,cavemen-recycling.en.2.txt
cavemen-recycling,en,"In the Stone Age, it didn't take a rocket scientist to invent recycling",5.0,3,cavemen-recycling.en.3.txt
cavemen-recycling,en,Recycling: You could call it rock(et) science of the Stone Age,4.0,4,cavemen-recycling.en.4.txt
cdc-fastfood,en,CDC reveals just how much fast food American kids eat each day,12.0,0,cdc-fastfood.en.0.txt
cdc-fastfood,en,"For younger Americans, fast food is a staple",9.0,1,cdc-fastfood.en.1.txt
cdc-fastfood,en,Many younger Americans have a fast-food focus,7.0,2,cdc-fastfood.en.2.txt
cdc-fastfood,en,CDC study: Fast food flourishes among many U.S. children,5.0,3,cdc-fastfood.en.3.txt
cdc-fastfood,en,Study: Many younger Americans eat loads of fast food,3.0,4,cdc-fastfood.en.4.txt
cdc-fastfood-spanish,es,Los CDCrevelan cuánta comida rápida ingieren diariamente los niños estadounidenses,12.0,0,cdc-fastfood-spanish.es.0.txt
cdc-fastfood-spanish,es,Niños y adolescentes en EE.UU. ingieren comida rápida a diario,9.0,1,cdc-fastfood-spanish.es.1.txt
cdc-fastfood-spanish,es,Niños y jóvenes estadounidenses ingieren comida rápida diariamente,7.0,2,cdc-fastfood-spanish.es.2.txt
cdc-fastfood-spanish,es,Aseguran que la comida rápida es muy popular entre los niños estadounidenses,5.0,3,cdc-fastfood-spanish.es.3.txt
cdc-fastfood-spanish,es,Los niños estadounidenses comen demasiada comida rápida,3.0,4,cdc-fastfood-spanish.es.4.txt
cdc-obesity,en,"Obesity still rising among U.S. adults, and women overtake men",12.0,0,cdc-obesity.en.0.txt
cdc-obesity,en,"Obesity still rising among U.S. adults, and now higher for women",9.0,1,cdc-obesity.en.1.txt
cdc-obesity,en,"Obesity rate still rising among U.S. adults, and now worse for women",7.0,2,cdc-obesity.en.2.txt
cdc-obesity,en,"More U.S. adults are very overweight, with problem worse for women",5.0,3,cdc-obesity.en.3.txt
cdc-obesity,en,"More Americans are very overweight, and problem is worse for women",4.0,4,cdc-obesity.en.4.txt
cell-printing,en,Ancient Chinese woodblocks inspire new cell-printing technique,12.0,0,cell-printing.en.0.txt
cell-printing,en,Printing cells by using Chinese woodblocks,9.0,1,cell-printing.en.1.txt
cell-printing,en,Scientists turn to Chinese woodblocks for cell printing,7.0,2,cell-printing.en.2.txt
cell-printing,en,Ancient printing technique finds a home in today's lab,6.0,3,cell-printing.en.3.txt
cell-printing,en,A Chinese technique puts its stamp on cell printing,4.0,4,cell-printing.en.4.txt
census-race,en,"Counting Americans of Middle Eastern, North African descent",12.0,0,census-race.en.0.txt
census-race,en,U.S. Census to consider new racial category for 2020,8.0,1,census-race.en.1.txt
census-race,en,"Who really is ""white"" in the U.S. census?",7.0,2,census-race.en.2.txt
census-race,en,U.S. Census labeling is being questioned,6.0,3,census-race.en.3.txt
census-race,en,Race labels on U.S. census forms don't always fit,4.0,4,census-race.en.4.txt
cereal-salesslump,en,Slump in cereal sales continues as Americans rush to get out the door,12.0,0,cereal-salesslump.en.0.txt
cereal-salesslump,en,Will cereal sales snap their slump?,9.0,1,cereal-salesslump.en.1.txt
cereal-salesslump,en,Cereal sales don't crackle these days,7.0,2,cereal-salesslump.en.2.txt
cereal-salesslump,en,Cereal sales just won't go pop,5.0,3,cereal-salesslump.en.3.txt
cereal-salesslump,en,"No snap, crackle, pop for cereal sales",4.0,4,cereal-salesslump.en.4.txt
ceres-dwarfplanet,en,Dawn spacecraft sees spots as it approaches mysterious Ceres,12.0,0,ceres-dwarfplanet.en.0.txt
ceres-dwarfplanet,en,"NASA's Dawn mission closes in on dwarf planet Ceres, cameras ready",9.0,1,ceres-dwarfplanet.en.1.txt
ceres-dwarfplanet,en,"Scientists eager to see close-ups of Ceres, a Texas-sized dwarf planet",7.0,2,ceres-dwarfplanet.en.2.txt
ceres-dwarfplanet,en,Space probe will soon give scientists first close-ups of dwarf planet Ceres,5.0,3,ceres-dwarfplanet.en.3.txt
ceres-dwarfplanet,en,"Spacecraft Dawn travels toward Ceres, pictures of dwarf planet get clearer",4.0,4,ceres-dwarfplanet.en.4.txt
ceres-water,en,Water vapor seen steaming off icy dwarf planet Ceres,12.0,0,ceres-water.en.0.txt
ceres-water,en,Scientists see Ceres shooting steam into space,9.0,1,ceres-water.en.1.txt
ceres-water,en,Mysterious Ceres may hold clues about our solar system,6.0,2,ceres-water.en.2.txt
ceres-water,en,"Ceres is blowing off steam, but why?",5.0,3,ceres-water.en.3.txt
ceres-water,en,"Ceres, an icy little world, lets off some steam",4.0,4,ceres-water.en.4.txt
chad-nigeria,en,U.S. sends 80 troops to Chad to help search for missing Nigerian girls,12.0,0,chad-nigeria.en.0.txt
chad-nigeria,en,U.S. sends troops to Chad to help Nigeria find kidnapped girls,8.0,1,chad-nigeria.en.1.txt
chad-nigeria,en,U.S. troops go to Chad to help Nigeria find kidnapped schoolgirls,7.0,2,chad-nigeria.en.2.txt
chad-nigeria,en,U.S. sending troops to Chad to help in search for kidnapped Nigerian girls,5.0,3,chad-nigeria.en.3.txt
chad-nigeria,en,U.S. sends soldiers to help find kidnapped Nigerian schoolgirls,4.0,4,chad-nigeria.en.4.txt
challenger-anniversary,en,Lessons learned since Challenger disaster 30 years ago,12.0,0,challenger-anniversary.en.0.txt
challenger-anniversary,en,"30 years later, Challenger shuttle disaster still holds lofty lessons",8.0,1,challenger-anniversary.en.1.txt
challenger-anniversary,en,"30 years later, Challenger shuttle disaster holds lessons for spaceflight",6.0,2,challenger-anniversary.en.2.txt
challenger-anniversary,en,"Long after Challenger space shuttle exploded, people can learn from it",4.0,3,challenger-anniversary.en.3.txt
challenger-anniversary,en,"Shuttle Challenger blew up long ago, but it still teaches about space",3.0,4,challenger-anniversary.en.4.txt
charleston-shooting,en,Shooting is another painful chapter in rich history for Charleston church,12.0,0,charleston-shooting.en.0.txt
charleston-shooting,en,Shooting at historic South Carolina church leaves 9 dead,8.0,1,charleston-shooting.en.1.txt
charleston-shooting,en,Historic church becomes a crime scene after gunman kills 9 people,7.0,2,charleston-shooting.en.2.txt
charleston-shooting,en,Shooting in South Carolina church with historic past,5.0,3,charleston-shooting.en.3.txt
charleston-shooting,en,Nine people are shot in church with a rich Southern history,4.0,4,charleston-shooting.en.4.txt
chavez-obit,en,Venezuelan leader Chavez dies at 58,9.0,0,chavez-obit.en.0.txt
chavez-obit,en,Venezuelan leader Chavez dies at 58,7.0,1,chavez-obit.en.1.txt
chavez-obit,en,Venezuelan leader Chavez dies at 58,5.0,2,chavez-obit.en.2.txt
chavez-obit,en,Venezuelan leader Chavez dies at 58,4.0,3,chavez-obit.en.3.txt
cheating-scandal,en,Atlanta educators plead not guilty to massive cheating scandal,9.0,0,cheating-scandal.en.0.txt
cheating-scandal,en,"Teachers, superintendent plead not guilty to school cheating charges",7.0,1,cheating-scandal.en.1.txt
cheating-scandal,en,Atlanta teachers plead not guilty in citywide test-cheating scandal,5.0,2,cheating-scandal.en.2.txt
cheating-scandal,en,Atlanta teachers say they're not guilty of cheating on students' tests,4.0,3,cheating-scandal.en.3.txt
cheerleader-downssyndrome,en,High school cheers on varsity squad member with Down syndrome,6.0,0,cheerleader-downssyndrome.en.0.txt
cheerleader-downssyndrome,en,Cheerleader with Down syndrome brings joy to her team,5.0,1,cheerleader-downssyndrome.en.1.txt
cheerleader-downssyndrome,en,"""I feel the love,"" cheerleader with Down syndrome says of her teammates",4.0,2,cheerleader-downssyndrome.en.2.txt
cheerleader-downssyndrome,en,A cheerleader who gets cheered too,3.0,3,cheerleader-downssyndrome.en.3.txt
cheerleader-downssyndrome,en,A school's special cheerleader,2.0,4,cheerleader-downssyndrome.en.4.txt
chemical-spill,en,More in West Virginia cleared to use water after chemical spill ,12.0,0,chemical-spill.en.0.txt
